STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,ACTIVITY,Economic activity,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,ASSET_CODE,Asset type,CONVERSION_TYPE,Conversion type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,67.80049536594326,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,67.6720017052034,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,101.68235417675493,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,75.04755788695725,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,87.5384010468368,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,66.5751920529235,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,96.71648093359855,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,97.94543791595474,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,74.90461531387504,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,73.96261030551214,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,80.62871101778471,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,72.09860094216927,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,70.86014403360545,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,77.78703325958168,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2018,,74.40167192723406,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2018,,70.42533875042784,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,68.73957065201998,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,CHE,Switzerland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,71.48687402642439,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2018,,41.27363220192973,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,40.31720535759173,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,73.65646614503281,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,70.0278496350182,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,38.45738335138869,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,37.12792834209333,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,68.5214442776884,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,66.11851308576391,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,34.93052932219625,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,47.2973654991218,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,87.27323016783615,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,91.95483242322103,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,50.62133875517965,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,43.56831826686027,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,TUR,Türkiye,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,78.78171916150572,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,55.59985943964672,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,60.396853850847535,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,62.041446474846204,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,58.60325596836323,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,52.671901475828875,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,52.13272565930241,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,59.330007121118044,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,59.052778338878106,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,50.96781971238907,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,74.40165376445543,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,71.98598125977153,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,62.48975863671647,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,62.63609428152912,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,71.5573081306225,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,63.30747230723899,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,61.530699754204775,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,69.71382780675992,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,73.8659573850438,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,59.99549086180375,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,61.15207988758584,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,GBR,United Kingdom,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2018,,60.54325148985113,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,86.88630018995084,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,82.46543109324155,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,116.43217904731509,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,80.31108571438334,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,86.13177743822398,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,85.59489567005228,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,79.05916877980651,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,77.62127568032699,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,84.81804351161841,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,97.95889359995017,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,95.58302360954808,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,110.92596401480897,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,105.34702238597993,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,94.04221066868406,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,95.17814817717131,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,99.52396862460306,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,93.84060359329435,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,93.84060359329435,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,USA,United States,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,89.30733409857807,,A,Normal value,0,Units,2020,,2,Two
