STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,ACTIVITY,Economic activity,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,ASSET_CODE,Asset type,CONVERSION_TYPE,Conversion type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,79.73597115893106,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,71.51122700056146,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,74.37843401320275,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2018,,70.32129926353998,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,67.65337859188713,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,63.460400656838935,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,60.621847241943726,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,59.51066931199148,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,94.34790730211368,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,87.8853360069505,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,69.19730974116345,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,68.40817520110825,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,91.48662596692672,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,83.82842103777185,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,70.04766788937914,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,69.49149845981977,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,68.75686838769928,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2018,,68.16992546821623,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,67.03088323280573,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,DNK,Denmark,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,65.55107082278597,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,38.3503403199325,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,34.73680398313361,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,53.73140384788903,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,32.80684146834934,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,37.00761783398178,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,36.16957925434861,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,30.837979909215843,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,31.407137537059473,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,36.4669334675423,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,42.045905613006184,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,42.62090505195138,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,51.29545019779187,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,52.96045400760477,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,45.45066700308709,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,47.202947298965036,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,49.625213713241784,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,45.38641616908361,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,43.50875710437004,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,42.0395305421113,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,42.12935365424274,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,EST,Estonia,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2018,,38.61216806015072,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,56.966884225080584,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,57.14978858129152,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,56.720169330063854,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,55.20804657272601,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,53.52239359943578,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,51.03149270701636,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,54.217348968712265,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,54.190295004324106,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,50.0396405805132,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,72.6949951184793,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,76.16152668333852,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,56.35644696431937,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,56.39826961179702,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2022,,71.33540757563446,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,67.28958145416799,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,57.2090022750343,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,56.88776911535101,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,64.36243071199222,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,61.133924384664624,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,56.65098494399301,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FIN,Finland,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2018,,56.213772767450784,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2020,,74.48053458724772,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2019,,70.65400439807925,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,81.25049804307845,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2017,,62.98158054714126,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2016,,60.861875629483414,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2015,,58.566894167740756,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2014,,57.63127178025015,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2021,,72.8142077914824,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2018,,64.8115319398341,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2024,,62.5334457941306,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",LR,Chain linked volume (rebased),N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,62.30465329637448,,A,Normal value,0,Units,2020,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB(2.0),Productivity database,I,FRA,France,A,Annual,GVAHRS,Gross value added per hour worked,_T,Total - all activities,USD_PPP_H,"US dollars per hour, PPP converted",V,Current prices,N,Non transformed data,_Z,Not applicable,PPP,PPP converted,2023,,78.39760798342643,,A,Normal value,0,Units,,,2,Two
